Color,Material,Scan,Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8,Value9,Value10,Value11,Value12,Value13,Value14,Value15,Value16,Value17,Value18,Value19,Value20
e,Dec,144,157.62,628.2,1947.58,188.79,994.53,575.82,104.41,193.35,1050.61,181.46,139.29,34.32,72.3,37.99,88.78,97.84,40.86,30.84,BlackASA,BlackASA
e,Dec,145,262.0,304.0,2080.0,215.0,1274.0,811.0,182.0,350.0,871.0,380.0,135.0,74.0,89.0,46.0,98.0,87.0,64.0,33.0,BlackASA,BlackASA
e,Dec,146,287.32,640.82,1933.54,187.03,986.72,568.72,105.55,193.9,1242.4,202.47,228.03,34.32,77.98,39.64,131.36,96.71,41.5,29.9,BlackASA,BlackASA
e,Dec,147,286.0,302.0,2065.0,213.0,1264.0,801.0,184.0,351.0,1030.0,424.0,221.0,74.0,96.0,48.0,145.0,86.0,65.0,32.0,BlackASA,BlackASA
e,Dec,148,154.33,628.2,1947.58,188.79,995.31,575.11,103.83,192.24,911.9,179.55,137.23,34.32,76.36,35.51,88.78,111.33,40.86,30.84,BlackASA,BlackASA
e,Dec,149,209.0,300.0,2080.0,215.0,1275.0,810.0,181.0,348.0,756.0,376.0,133.0,74.0,94.0,43.0,98.0,99.0,64.0,33.0,BlackASA,BlackASA
e,Dec,150,179.78,633.06,1956.95,191.42,997.65,580.08,84.33,162.41,475.25,155.2,150.64,33.39,46.3,34.68,90.6,142.82,39.59,30.84,BlackASA,BlackASA
e,Dec,151,130.0,292.0,2090.0,218.0,1278.0,817.0,147.0,294.0,394.0,325.0,146.0,72.0,57.0,42.0,100.0,127.0,62.0,33.0,BlackASA,BlackASA
e,Dec,152,161.72,630.14,1952.27,185.27,995.31,563.04,90.06,169.59,392.02,173.82,147.55,32.92,47.11,30.55,89.69,149.57,40.86,30.84,BlackASA,BlackASA
e,Dec,153,115.0,284.0,2085.0,211.0,1275.0,793.0,157.0,307.0,325.0,364.0,143.0,71.0,58.0,37.0,99.0,133.0,64.0,33.0,BlackASA,BlackASA
e,Dec,154,144.48,632.09,1951.33,189.66,999.21,577.24,59.09,129.27,449.92,144.69,139.29,30.61,47.93,33.03,86.97,139.45,39.59,28.97,BlackASA,BlackASA
e,Dec,155,129.0,292.0,2084.0,216.0,1280.0,813.0,103.0,234.0,373.0,303.0,135.0,66.0,59.0,40.0,96.0,124.0,62.0,31.0,BlackASA,BlackASA
e,Dec,156,135.45,630.14,1951.33,183.52,994.53,560.2,102.11,190.03,1119.36,194.35,136.2,33.39,73.92,37.16,84.25,93.34,40.86,31.77,BlackASA,BlackASA
e,Dec,157,307.0,301.0,2084.0,209.0,1274.0,789.0,178.0,344.0,928.0,407.0,132.0,72.0,91.0,45.0,93.0,83.0,64.0,34.0,BlackASA,BlackASA
e,Dec,158,194.56,634.03,1939.16,188.79,989.84,575.11,104.41,193.9,1050.61,200.56,179.53,34.32,69.86,37.16,99.66,88.84,41.5,30.84,BlackASA,BlackASA
e,Dec,159,290.0,306.0,2071.0,215.0,1268.0,810.0,182.0,351.0,871.0,420.0,174.0,74.0,86.0,45.0,110.0,79.0,65.0,33.0,BlackASA,BlackASA
e,Dec,160,368.59,646.65,1928.86,189.66,986.72,577.24,103.83,193.9,1044.58,198.65,227.0,34.78,69.86,38.81,118.68,93.34,42.14,30.84,BlackASA,BlackASA
e,Dec,161,300.0,307.0,2060.0,216.0,1264.0,813.0,181.0,351.0,866.0,416.0,220.0,75.0,86.0,47.0,131.0,83.0,66.0,33.0,BlackASA,BlackASA
e,Dec,162,338.22,646.65,1941.97,190.54,986.72,579.37,65.4,138.1,423.38,196.74,221.84,31.07,52.8,31.38,142.24,139.45,41.5,29.9,BlackASA,BlackASA
e,Dec,163,117.0,293.0,2074.0,217.0,1264.0,816.0,114.0,250.0,351.0,412.0,215.0,67.0,65.0,38.0,157.0,124.0,65.0,32.0,BlackASA,BlackASA
e,Dec,164,180.6,632.09,1953.2,192.3,998.43,585.05,100.39,188.37,355.83,159.49,145.48,34.32,51.18,28.9,88.78,146.19,39.59,30.84,BlackASA,BlackASA
e,Dec,165,115.0,298.0,2086.0,219.0,1279.0,824.0,175.0,341.0,295.0,334.0,141.0,74.0,63.0,35.0,98.0,130.0,62.0,33.0,BlackASA,BlackASA
e,Dec,166,146.94,630.14,1954.14,185.27,985.94,569.43,100.39,188.37,653.77,194.35,120.72,33.39,73.92,38.81,83.35,124.83,40.86,30.84,BlackASA,BlackASA
e,Dec,167,274.0,302.0,2087.0,211.0,1263.0,802.0,175.0,341.0,542.0,407.0,117.0,72.0,91.0,47.0,92.0,111.0,64.0,33.0,BlackASA,BlackASA
e,Dec,168,144.48,632.09,1956.95,186.15,990.62,569.43,101.54,191.14,914.31,188.14,130.01,33.85,73.11,42.11,86.97,110.21,40.86,30.84,BlackASA,BlackASA
e,Dec,169,298.0,305.0,2090.0,212.0,1269.0,802.0,177.0,346.0,758.0,394.0,126.0,73.0,90.0,51.0,96.0,98.0,64.0,33.0,BlackASA,BlackASA
e,Dec,170,275.01,645.68,1958.82,187.91,985.16,574.4,98.67,187.27,1005.98,197.69,177.47,33.39,68.24,40.46,115.96,95.59,41.5,30.84,BlackASA,BlackASA
e,Dec,171,268.0,307.0,2092.0,214.0,1262.0,809.0,172.0,339.0,834.0,414.0,172.0,72.0,84.0,49.0,128.0,85.0,65.0,33.0,BlackASA,BlackASA
e,Dec,172,304.56,649.56,1965.37,185.27,984.38,570.85,95.23,181.19,914.31,197.69,185.72,32.92,64.99,40.46,124.12,97.84,41.5,30.84,BlackASA,BlackASA
e,Dec,173,246.0,304.0,2099.0,211.0,1261.0,804.0,166.0,328.0,758.0,414.0,180.0,71.0,80.0,49.0,137.0,87.0,65.0,33.0,BlackASA,BlackASA
e,Dec,174,363.67,657.33,1958.82,189.66,988.28,577.95,101.54,192.24,1124.19,201.04,223.9,33.85,73.92,42.11,142.24,96.71,42.14,30.84,BlackASA,BlackASA
e,Dec,175,292.0,310.0,2092.0,216.0,1266.0,814.0,177.0,348.0,932.0,421.0,217.0,73.0,91.0,51.0,157.0,86.0,66.0,33.0,BlackASA,BlackASA
e,Dec,176,387.47,657.33,1957.88,186.15,989.06,570.14,101.54,190.58,1086.8,199.6,261.05,33.39,72.3,35.51,168.51,96.71,42.14,30.84,BlackASA,BlackASA
e,Dec,177,284.0,305.0,2091.0,212.0,1267.0,803.0,177.0,345.0,901.0,418.0,253.0,72.0,89.0,43.0,186.0,86.0,66.0,33.0,BlackASA,BlackASA
e,Dec,178,143.66,634.03,1966.31,183.52,996.09,560.91,98.67,186.16,805.75,159.49,146.52,32.92,74.73,37.16,86.97,112.46,40.22,29.9,BlackASA,BlackASA
e,Dec,179,244.0,297.0,2100.0,209.0,1276.0,790.0,172.0,337.0,668.0,334.0,142.0,71.0,92.0,45.0,96.0,100.0,63.0,32.0,BlackASA,BlackASA
e,Dec,180,355.46,654.42,1956.95,182.64,987.5,558.07,101.54,188.93,1430.57,202.95,241.44,32.92,87.73,41.29,133.18,112.46,41.5,30.84,BlackASA,BlackASA
e,Dec,181,302.0,301.0,2090.0,208.0,1265.0,786.0,177.0,342.0,1186.0,425.0,234.0,71.0,108.0,50.0,147.0,100.0,65.0,33.0,BlackASA,BlackASA
e,Dec,182,146.94,637.91,1975.67,190.54,1002.33,581.5,60.81,132.58,406.49,140.87,132.07,30.14,49.55,28.9,84.25,134.95,38.95,28.97,BlackASA,BlackASA
e,Dec,183,119.0,296.0,2110.0,217.0,1284.0,819.0,106.0,240.0,337.0,295.0,128.0,65.0,61.0,35.0,93.0,120.0,61.0,31.0,BlackASA,BlackASA
e,Dec,184,348.07,653.45,1958.82,187.03,986.72,575.11,103.26,192.24,1039.75,201.99,231.12,34.32,67.42,37.16,137.71,120.33,41.5,30.84,BlackASA,BlackASA
e,Dec,185,186.0,300.0,2092.0,213.0,1264.0,810.0,180.0,348.0,862.0,423.0,224.0,74.0,83.0,45.0,152.0,107.0,65.0,33.0,BlackASA,BlackASA
e,Dec,186,384.19,655.39,1958.82,201.08,985.94,615.58,102.68,194.45,744.23,201.99,241.44,35.71,64.17,35.51,147.67,139.45,41.5,31.77,BlackASA,BlackASA
e,Dec,187,159.0,316.0,2092.0,229.0,1263.0,867.0,179.0,352.0,617.0,423.0,234.0,77.0,79.0,43.0,163.0,124.0,65.0,34.0,BlackASA,BlackASA
e,Dec,188,390.76,655.39,1957.88,182.64,985.94,560.2,101.54,188.37,1161.58,201.99,241.44,32.92,73.92,37.99,148.58,110.21,41.5,29.9,BlackASA,BlackASA
e,Dec,189,306.0,301.0,2091.0,208.0,1263.0,789.0,177.0,341.0,963.0,423.0,234.0,71.0,91.0,46.0,164.0,98.0,65.0,32.0,BlackASA,BlackASA
e,Dec,190,151.05,636.94,1974.74,192.3,998.43,587.18,58.51,129.82,429.41,142.3,132.07,30.14,49.55,30.55,83.35,137.2,38.95,28.97,BlackASA,BlackASA
e,Dec,191,126.0,299.0,2109.0,219.0,1279.0,827.0,102.0,235.0,356.0,298.0,128.0,65.0,61.0,37.0,92.0,122.0,61.0,31.0,BlackASA,BlackASA
e,Dec,192,373.52,656.36,1960.69,184.4,987.5,565.88,98.67,187.27,1177.26,201.04,233.19,32.92,76.36,42.11,142.24,89.96,41.5,29.9,BlackASA,BlackASA
e,Dec,193,295.0,303.0,2094.0,210.0,1265.0,797.0,172.0,339.0,976.0,421.0,226.0,71.0,94.0,51.0,157.0,80.0,65.0,32.0,BlackASA,BlackASA
e,Dec,194,370.23,655.39,1958.82,187.91,986.72,576.53,102.68,192.79,1139.87,201.51,223.9,33.85,74.73,40.46,136.8,94.46,41.5,30.84,BlackASA,BlackASA
e,Dec,195,294.0,309.0,2092.0,214.0,1264.0,812.0,179.0,349.0,945.0,422.0,217.0,73.0,92.0,49.0,151.0,84.0,65.0,33.0,BlackASA,BlackASA
e,Dec,196,374.34,658.3,1971.93,201.08,982.82,612.74,104.98,202.74,1205.0,201.04,234.22,35.24,79.61,42.11,137.71,100.09,42.14,32.71,BlackASA,BlackASA
e,Dec,197,314.0,335.0,2106.0,229.0,1259.0,863.0,183.0,367.0,999.0,421.0,227.0,76.0,98.0,51.0,152.0,89.0,66.0,35.0,BlackASA,BlackASA
e,Dec,198,360.38,674.81,1996.27,191.42,987.5,580.08,101.54,194.45,1266.52,204.38,218.74,33.39,82.86,37.16,113.24,101.21,42.14,30.84,BlackASA,BlackASA
e,Dec,199,284.0,319.0,2132.0,218.0,1265.0,817.0,177.0,352.0,1050.0,428.0,212.0,72.0,102.0,45.0,125.0,90.0,66.0,33.0,BlackASA,BlackASA
e,Dec,200,233.96,664.13,1999.08,193.18,992.18,582.21,80.31,161.86,488.52,200.56,199.14,32.46,47.93,36.33,111.43,142.82,42.14,30.84,BlackASA,BlackASA
e,Dec,201,151.0,304.0,2135.0,220.0,1271.0,820.0,140.0,293.0,405.0,420.0,193.0,70.0,59.0,44.0,123.0,127.0,66.0,33.0,BlackASA,BlackASA
e,Dec,202,395.68,781.61,1908.26,251.13,1047.61,528.96,65.4,193.35,821.43,244.97,279.62,23.19,142.97,74.32,314.37,979.49,44.05,32.71,BlueASA,BlueASA
e,Dec,203,395.68,785.5,1917.62,251.13,1049.95,526.12,64.82,191.14,819.02,246.4,293.03,23.19,142.97,75.15,312.56,1015.48,44.69,33.64,BlueASA,BlueASA
e,Dec,204,388.29,787.44,1924.18,257.28,1051.51,536.06,64.82,193.35,822.64,245.92,284.78,23.19,147.03,75.97,312.56,971.62,44.05,32.71,BlueASA,BlueASA
e,Dec,205,368.59,788.41,1932.6,252.89,1054.64,521.86,63.1,188.37,860.03,245.92,306.45,23.19,158.4,80.93,313.46,1030.1,44.05,33.64,BlueASA,BlueASA
e,Dec,206,320.16,789.38,1941.97,259.03,1058.54,534.64,63.68,191.69,1040.96,245.92,301.29,23.19,168.96,84.23,338.83,992.99,44.05,31.77,BlueASA,BlueASA
e,Dec,207,329.19,790.35,1941.97,252.89,1057.76,521.86,62.53,187.27,997.54,245.92,307.48,22.72,159.22,80.1,366.01,1013.23,44.05,31.77,BlueASA,BlueASA
e,Dec,208,348.07,791.32,1940.09,262.55,1056.98,541.03,65.4,195.0,1139.87,246.4,278.59,23.65,160.84,78.45,373.25,1054.84,44.05,32.71,BlueASA,BlueASA
e,Dec,209,350.53,791.32,1939.16,259.03,1056.2,534.64,64.82,192.79,1282.2,245.92,281.68,23.65,165.71,79.27,382.31,1082.95,44.05,32.71,BlueASA,BlueASA
e,Dec,210,343.14,790.35,1939.16,260.79,1056.2,538.9,65.97,194.45,1160.37,246.88,293.03,23.65,163.28,80.1,377.78,1106.57,44.05,32.71,BlueASA,BlueASA
e,Dec,211,350.53,791.32,1938.22,252.89,1055.42,522.57,63.68,188.93,963.76,246.88,298.19,22.72,148.66,74.32,356.95,1067.21,44.05,31.77,BlueASA,BlueASA
e,Dec,212,359.56,791.32,1934.48,257.28,1054.64,533.22,65.97,195.0,899.83,246.88,281.68,23.65,143.78,73.49,346.08,1060.46,44.05,32.71,BlueASA,BlueASA
e,Dec,213,364.49,790.35,1930.73,259.03,1053.85,537.48,65.4,194.45,798.51,246.4,280.65,23.65,141.34,75.15,339.73,1055.96,44.69,32.71,BlueASA,BlueASA
e,Dec,214,360.38,790.35,1931.67,258.16,1053.07,536.06,64.82,193.35,764.74,246.4,286.84,23.19,146.22,76.8,337.02,1037.97,44.05,32.71,BlueASA,BlueASA
e,Dec,215,349.71,790.35,1936.35,252.01,1054.64,521.15,63.1,188.37,681.51,246.4,307.48,22.72,143.78,76.8,332.49,1031.22,44.05,31.77,BlueASA,BlueASA
e,Dec,216,352.17,791.32,1941.03,261.67,1056.2,540.32,65.4,195.0,870.88,246.88,300.25,23.65,157.59,80.93,341.55,1060.46,44.69,32.71,BlueASA,BlueASA
e,Dec,217,351.35,793.26,1945.71,254.64,1058.54,523.99,63.68,189.48,964.97,247.36,315.73,22.72,160.03,79.27,336.11,1014.35,44.69,31.77,BlueASA,BlueASA
e,Dec,218,346.43,793.26,1947.58,263.42,1059.32,541.03,65.97,195.56,950.49,247.36,301.29,23.65,165.71,81.75,323.43,996.36,44.69,32.71,BlueASA,BlueASA
e,Dec,219,348.07,793.26,1947.58,262.55,1059.32,539.61,65.4,195.0,937.23,247.36,301.29,23.65,164.9,80.93,323.43,997.49,44.69,32.71,BlueASA,BlueASA
e,Dec,220,348.07,794.23,1947.58,262.55,1060.1,539.61,65.4,194.45,1031.31,247.36,304.38,23.65,168.96,81.75,337.02,1023.35,44.05,32.71,BlueASA,BlueASA
e,Dec,221,366.95,794.23,1945.71,260.79,1059.32,535.35,64.82,192.79,1031.31,246.88,302.32,23.19,164.9,81.75,351.51,1037.97,44.69,31.77,BlueASA,BlueASA
e,Dec,222,365.31,795.21,1946.65,263.42,1059.32,540.32,65.97,195.56,1067.5,247.36,309.54,23.65,173.03,85.05,350.61,1054.84,44.69,32.71,BlueASA,BlueASA
e,Dec,223,356.28,795.21,1948.52,263.42,1060.88,539.61,65.4,194.45,864.85,247.36,315.73,23.65,168.96,85.88,337.02,1036.85,44.05,32.71,BlueASA,BlueASA
e,Dec,224,333.29,795.21,1952.27,256.4,1062.44,523.99,64.25,190.03,706.84,247.83,333.27,23.19,166.53,86.71,323.43,1059.34,44.05,32.71,BlueASA,BlueASA
e,Dec,225,308.66,794.23,1953.2,271.33,1063.22,546.71,60.23,187.82,453.54,247.83,319.86,23.19,137.28,73.49,313.46,581.4,44.05,32.71,BlueASA,BlueASA
e,Dec,226,174.86,792.29,2016.87,270.45,1086.64,533.93,49.91,167.93,399.26,222.05,115.56,21.8,64.17,43.77,75.19,98.96,40.86,31.77,BlueASA,BlueASA
e,Dec,227,200.3,794.23,2022.49,280.11,1090.54,550.97,50.48,169.59,411.32,218.71,111.43,22.26,66.61,45.42,75.19,101.21,40.86,31.77,BlueASA,BlueASA
e,Dec,228,210.15,795.21,2023.43,295.91,1090.54,582.21,53.35,179.54,435.44,219.18,118.66,23.65,71.48,48.72,75.19,107.96,40.86,33.64,BlueASA,BlueASA
e,Dec,229,194.56,793.26,2015.94,278.35,1087.42,550.26,54.5,179.54,399.26,227.78,118.66,22.72,74.73,50.37,78.82,118.08,41.5,32.71,BlueASA,BlueASA
e,Dec,230,185.53,792.29,2012.19,274.84,1085.86,546.0,56.22,182.85,385.99,231.12,121.75,22.72,77.17,51.2,80.63,127.08,41.5,32.71,BlueASA,BlueASA
e,Dec,231,175.68,792.29,2008.45,277.47,1084.3,549.55,55.64,181.74,389.61,233.99,123.82,22.72,77.17,51.2,82.44,124.83,41.5,32.71,BlueASA,BlueASA
e,Dec,232,176.5,790.35,2003.76,275.72,1081.96,544.58,55.64,181.19,371.51,239.72,138.26,22.26,79.61,52.85,94.22,138.32,41.5,31.77,BlueASA,BlueASA
e,Dec,233,169.93,791.32,2009.38,266.06,1084.3,531.09,56.79,182.3,329.3,237.33,136.2,22.26,86.11,56.15,86.07,176.56,41.5,32.71,BlueASA,BlueASA
e,Dec,234,134.63,788.41,1995.34,266.06,1078.05,532.51,57.94,184.51,308.79,243.06,148.58,22.26,90.98,56.15,96.03,179.93,41.5,31.77,BlueASA,BlueASA
e,Dec,235,133.81,788.41,1993.46,271.33,1077.27,543.87,59.66,188.93,314.82,244.01,143.42,22.72,93.42,56.98,96.94,179.93,42.14,31.77,BlueASA,BlueASA
e,Dec,236,139.56,789.38,1991.59,271.33,1076.49,545.29,59.66,189.48,322.06,243.54,142.39,22.72,92.61,56.98,95.13,169.81,42.14,32.71,BlueASA,BlueASA
e,Dec,237,142.02,789.38,1991.59,264.3,1077.27,531.09,57.37,183.4,324.47,244.01,148.58,22.26,87.73,54.5,93.31,156.31,42.14,31.77,BlueASA,BlueASA
e,Dec,238,138.74,790.35,1996.27,271.33,1078.83,543.16,59.66,189.48,332.91,242.58,140.33,23.19,90.98,56.98,92.41,164.19,42.14,32.71,BlueASA,BlueASA
e,Dec,239,137.09,790.35,1995.34,274.84,1078.83,550.97,59.66,190.03,325.68,242.58,145.48,23.19,94.23,59.46,96.94,183.3,42.14,32.71,BlueASA,BlueASA
e,Dec,240,137.09,790.35,1994.4,266.06,1078.05,532.51,57.94,184.51,301.55,243.06,157.87,22.26,93.42,58.63,100.56,194.55,42.14,31.77,BlueASA,BlueASA
e,Dec,241,137.09,789.38,1989.72,288.01,1076.49,578.66,64.25,202.74,261.75,244.97,181.6,24.11,118.6,71.02,120.49,309.25,42.14,34.58,BlueASA,BlueASA
e,Dec,242,137.91,793.26,2006.57,275.72,1084.3,548.84,58.51,188.37,348.59,239.72,125.88,22.72,89.36,55.33,83.35,157.44,41.5,32.71,BlueASA,BlueASA
e,Dec,243,138.74,793.26,2008.45,266.06,1085.08,530.38,56.79,181.74,352.21,235.42,125.88,22.26,81.23,49.55,77.01,127.08,42.14,31.77,BlueASA,BlueASA
e,Dec,244,158.44,792.29,1985.97,268.69,1075.71,538.9,61.38,191.69,279.84,245.92,154.77,23.19,100.73,58.63,102.37,186.68,42.14,32.71,BlueASA,BlueASA
e,Dec,245,183.89,794.23,1983.16,272.2,1074.93,547.42,61.95,193.35,272.6,246.4,159.93,23.19,108.04,61.93,106.9,209.17,42.78,32.71,BlueASA,BlueASA
e,Dec,246,146.94,794.23,2015.0,271.33,1087.42,535.35,51.63,172.35,404.08,232.55,115.56,21.8,63.36,43.77,77.01,100.09,41.5,31.77,BlueASA,BlueASA
e,Dec,247,326.73,810.74,2049.64,284.5,1102.25,550.26,41.88,150.81,407.7,200.08,103.18,21.33,55.24,37.99,72.48,96.71,40.22,31.77,BlueASA,BlueASA
e,Dec,248,420.31,825.3,2075.86,285.38,1115.52,543.87,37.29,137.0,393.22,183.85,107.31,20.4,54.43,37.99,71.57,95.59,38.95,30.84,BlueASA,BlueASA
e,Dec,249,267.62,801.03,2018.75,278.35,1090.54,546.71,56.22,182.85,215.91,232.55,205.33,22.72,120.22,72.67,131.36,455.45,41.5,31.77,BlueASA,BlueASA
e,Dec,250,261.87,797.15,1966.31,266.06,1067.91,538.19,63.68,193.9,270.19,249.27,269.3,23.19,139.72,75.15,227.4,672.49,44.05,32.71,BlueASA,BlueASA
e,Dec,251,124.78,787.44,1974.74,260.79,1070.25,526.83,61.38,188.93,173.69,248.79,300.25,22.26,142.97,81.75,250.95,773.7,42.14,31.77,BlueASA,BlueASA
e,Dec,252,140.38,790.35,1978.48,273.96,1073.37,547.42,61.38,192.24,202.64,248.31,268.27,23.19,125.91,73.49,215.62,422.84,42.78,32.71,BlueASA,BlueASA
e,Dec,253,147.77,795.21,2015.94,269.57,1088.2,533.22,53.35,176.22,398.05,231.6,116.59,21.8,67.42,45.42,76.1,103.46,41.5,31.77,BlueASA,BlueASA
e,Dec,254,144.48,794.23,1999.08,275.72,1081.18,548.84,58.51,188.93,353.42,242.1,128.98,23.19,86.11,53.68,86.07,137.2,42.14,32.71,BlueASA,BlueASA
e,Dec,255,157.62,793.26,1988.78,270.45,1077.27,541.03,60.23,190.03,260.54,246.4,157.87,22.72,105.6,61.11,105.09,214.79,42.78,31.77,BlueASA,BlueASA
e,Dec,256,134.63,792.29,1994.4,275.72,1078.83,550.97,60.81,192.79,277.43,245.92,160.96,23.19,105.6,62.76,109.62,233.91,42.14,32.71,BlueASA,BlueASA
e,Dec,257,133.81,791.32,1991.59,273.08,1078.05,545.29,60.81,191.14,261.75,246.88,174.37,23.19,110.48,66.06,123.21,276.64,42.14,32.71,BlueASA,BlueASA
e,Dec,258,136.27,792.29,1992.53,266.06,1078.05,531.09,58.51,185.61,267.78,246.4,184.69,22.26,105.6,63.58,121.4,254.15,42.14,31.77,BlueASA,BlueASA
e,Dec,259,142.84,796.18,2015.94,271.33,1087.42,536.06,55.07,179.54,388.4,233.99,122.78,22.26,74.73,48.72,77.01,115.83,42.14,33.64,BlueASA,BlueASA
e,Dec,260,138.74,795.21,2008.45,273.96,1084.3,543.87,58.51,187.82,364.28,239.24,126.91,23.19,85.29,54.5,82.44,137.2,42.14,32.71,BlueASA,BlueASA
e,Dec,261,141.2,795.21,2003.76,275.72,1083.52,548.84,59.09,189.48,343.77,242.1,138.26,23.19,91.79,56.98,89.69,155.19,42.14,32.71,BlueASA,BlueASA
e,Dec,262,142.02,795.21,2002.83,268.69,1083.52,533.22,57.37,183.4,341.36,242.58,146.52,22.26,88.54,55.33,89.69,147.32,42.14,31.77,BlueASA,BlueASA
e,Dec,263,138.74,794.23,2001.89,272.2,1081.96,543.16,58.51,187.82,343.77,242.58,135.17,22.72,88.54,54.5,87.88,146.19,42.14,32.71,BlueASA,BlueASA
e,Dec,264,137.09,794.23,1999.08,266.94,1081.18,532.51,59.09,186.16,317.23,244.97,147.55,22.72,92.61,56.98,92.41,179.93,42.14,32.71,BlueASA,BlueASA
e,Dec,265,134.63,793.26,1998.15,272.2,1080.4,543.16,60.23,191.69,299.14,245.45,148.58,23.19,96.67,59.46,102.37,205.79,42.14,32.71,BlueASA,BlueASA
e,Dec,266,162.54,795.21,2008.45,273.96,1084.3,543.87,57.94,187.27,318.44,243.06,140.33,22.72,89.36,56.98,96.03,181.05,41.5,31.77,BlueASA,BlueASA
e,Dec,267,181.42,797.15,2015.0,279.23,1087.42,550.26,57.94,187.82,338.95,241.15,136.2,22.72,86.11,56.15,92.41,172.06,41.5,32.71,BlueASA,BlueASA
e,Dec,268,226.57,801.03,2024.36,279.23,1090.54,546.71,54.5,178.98,387.19,234.94,125.88,22.26,75.55,51.2,84.25,125.95,41.5,32.71,BlueASA,BlueASA
e,Dec,269,198.66,799.09,2023.43,276.59,1089.76,543.87,54.5,180.64,398.05,232.55,119.69,22.72,72.3,49.55,79.72,118.08,41.5,32.71,BlueASA,BlueASA
e,Dec,270,166.65,797.15,2020.62,280.11,1088.2,551.68,55.64,183.95,407.7,236.37,115.56,22.72,71.48,48.72,78.82,114.71,41.5,32.71,BlueASA,BlueASA
e,Dec,271,155.97,797.15,2020.62,275.72,1087.42,546.0,56.22,183.4,396.84,237.81,115.56,22.26,72.3,47.9,78.82,114.71,41.5,31.77,BlueASA,BlueASA
e,Dec,272,147.77,796.18,2015.94,271.33,1085.08,538.19,56.22,182.3,377.54,238.76,123.82,22.72,74.73,50.37,80.63,127.08,42.14,32.71,BlueASA,BlueASA
e,Dec,273,142.02,795.21,2012.19,268.69,1084.3,533.93,56.22,181.74,348.59,240.19,133.1,22.26,79.61,51.2,85.16,134.95,42.14,31.77,BlueASA,BlueASA
e,Dec,274,140.38,795.21,2012.19,276.59,1085.08,548.13,57.37,185.61,346.18,239.24,135.17,22.72,88.54,56.15,88.78,149.57,42.14,32.71,BlueASA,BlueASA
e,Dec,275,139.56,795.21,2012.19,267.81,1085.08,531.8,55.64,179.54,340.15,237.81,145.48,22.72,86.92,56.15,87.88,151.82,42.14,32.71,BlueASA,BlueASA
e,Dec,276,142.02,795.21,2015.0,274.84,1085.86,543.87,56.22,183.4,369.1,238.28,126.91,22.72,80.42,52.02,83.35,128.2,42.14,31.77,BlueASA,BlueASA
e,Dec,277,146.94,795.21,2015.0,274.84,1085.08,545.29,57.37,187.27,376.34,240.67,124.85,22.72,80.42,51.2,83.35,128.2,41.5,32.71,BlueASA,BlueASA
e,Dec,278,137.91,793.26,2008.45,273.08,1081.18,543.87,58.51,188.93,369.1,242.58,123.82,22.72,78.8,50.37,84.25,137.2,41.5,32.71,BlueASA,BlueASA
e,Dec,279,135.45,793.26,2000.96,271.33,1078.83,541.74,58.51,189.48,372.72,243.54,117.63,22.72,75.55,48.72,84.25,136.07,41.5,32.71,BlueASA,BlueASA
e,Dec,280,140.38,794.23,2003.76,266.94,1081.18,531.8,57.37,182.3,334.12,242.1,128.98,22.72,87.73,57.8,87.88,164.19,42.14,32.71,BlueASA,BlueASA
e,Dec,281,172.39,796.18,2017.81,276.59,1087.42,545.29,56.22,182.85,325.68,234.46,150.64,22.72,95.85,57.8,90.6,158.56,42.14,32.71,BlueASA,BlueASA
e,Dec,282,153.51,799.09,2034.66,281.86,1091.32,553.81,51.06,173.46,408.91,223.48,101.12,22.26,60.92,40.46,73.38,98.96,41.5,32.71,BlueASA,BlueASA
e,Dec,283,396.5,801.03,1949.46,260.79,1059.32,537.48,64.82,194.45,172.49,247.36,189.85,23.19,162.47,82.58,152.2,485.81,44.05,32.71,BlueASA,BlueASA
e,Dec,284,367.77,801.03,1949.46,264.3,1060.1,541.74,65.4,196.11,371.51,248.31,307.48,23.65,199.83,99.92,264.54,742.21,44.69,32.71,BlueASA,BlueASA
e,Dec,285,398.14,799.09,1945.71,278.35,1058.54,573.69,69.99,207.71,593.46,248.79,342.56,25.04,215.27,110.65,282.66,826.55,45.33,34.58,BlueASA,BlueASA
e,Dec,286,418.67,800.06,1945.71,259.91,1058.54,536.06,66.54,196.66,399.26,249.27,303.35,23.65,189.27,100.74,252.76,728.72,45.97,32.71,BlueASA,BlueASA
e,Dec,287,359.56,799.09,1958.82,260.79,1063.22,532.51,60.81,188.37,281.05,245.92,179.53,22.26,90.17,55.33,137.71,206.92,43.42,31.77,BlueASA,BlueASA
e,Dec,288,128.06,792.29,2012.19,291.52,1081.18,581.5,57.94,193.35,439.06,235.42,110.4,23.65,66.61,43.77,74.29,104.58,41.5,33.64,BlueASA,BlueASA
e,Dec,289,148.59,796.18,2038.41,272.2,1092.11,535.35,45.32,158.54,392.02,212.02,106.28,21.8,57.68,37.99,71.57,96.71,40.86,32.71,BlueASA,BlueASA
e,Dec,290,294.71,807.83,2049.64,283.62,1105.38,550.26,39.58,140.31,396.84,182.89,110.4,21.33,64.17,43.77,71.57,94.46,40.22,31.77,BlueASA,BlueASA
